100247;Beatriz Ribeiro;3.5;2
100248;Larissa Gomes;1.8;28
100249;Felipe Oliveira;6.3;27
100250;Rafael Silva;8.0;3
100251;Gustavo Costa;4.3;14
100252;Larissa Lima;9.9;18
100253;Fernanda Martins;6.4;29
100254;Rafael Martins;0.9;2
100255;Joao Lima;9.1;4
100256;Gustavo Carvalho;9.7;17
100257;Rafael Rodrigues;0.9;30
100258;Larissa Barbosa;1.6;0
100259;Felipe Pereira;6.1;22
100260;Larissa Ribeiro;7.9;3
100261;Camila Barbosa;3.4;26
100262;Daniel Lima;4.9;0
100263;Maria Gomes;8.6;6
100264;Ana Carvalho;2.8;4
100265;Julia Dias;0.5;1
100266;Pedro Melo;1.3;30
100267;Rafael Martins;3.1;3
100268;Joao Almeida;6.1;13
100269;Rafael Barbosa;5.5;2
100270;Gabriel Oliveira;6.7;5
100271;Patricia Souza;9.4;28
100272;Daniel Teixeira;8.9;30
100273;Joao Rodrigues;4.3;18
100274;Bruno Barbosa;9.6;18
100275;Felipe Almeida;4.0;8
100276;Daniel Almeida;0.0;20
100277;Daniel Ferreira;7.7;10
100278;Ana Lima;8.2;5
100279;Lucas Dias;0.6;2
100280;Maria Lima;0.4;15
100281;Thiago Pereira;0.9;17
100282;Daniel Silva;9.3;21
100283;Gustavo Melo;4.4;30
100284;Thiago Almeida;2.4;18
100285;Maria Costa;10.0;16
100286;Pedro Gomes;8.5;25
100287;Felipe Costa;4.1;20
100288;Mariana Dias;5.3;13
100289;Gabriel Teixeira;5.5;18
100290;Julia Ferreira;7.3;28
100291;Larissa Souza;5.1;4
100292;Fernanda Rocha;4.6;25
100293;Felipe Rodrigues;0.2;24
100294;Lucas Gomes;3.2;5
100295;Larissa Costa;9.3;21
100296;Camila Costa;0.0;30
100297;Rafael Silva;6.5;24
100298;Gustavo Carvalho;3.3;19
100299;Bruno Souza;0.4;3
100300;Joao Carvalho;0.5;24
100301;Gustavo Ribeiro;0.1;6
100302;Gustavo Araujo;2.2;24
100303;Camila Almeida;0.9;30
100304;Bruno Silva;3.3;6
100305;Maria Gomes;7.4;23
100306;Lucas Carvalho;10.0;30
100307;Ana Ferreira;2.6;3
100308;Larissa Lima;1.5;24
100309;Lucas Oliveira;8.9;30
100310;Julia Barbosa;1.2;21
100311;Gustavo Rocha;2.1;14
100312;Camila Pereira;1.0;15
100313;Thiago Rocha;0.2;15
100314;Patricia Pereira;5.8;4
100315;Camila Silva;0.9;13
100316;Larissa Souza;3.3;11
100317;Lucas Pereira;7.7;11
100318;Pedro Pereira;9.4;9
100319;Rafael Silva;9.4;11
100320;Rafael Gomes;4.1;24
100321;Gabriel Barbosa;3.9;19
100322;Lucas Carvalho;8.4;28
100323;Camila Araujo;4.0;6
100324;Mariana Carvalho;2.2;22
100325;Bruno Rocha;2.5;8
100326;Camila Araujo;3.4;12
100327;Daniel Araujo;0.8;28
100328;Beatriz Lima;7.0;1
100329;Felipe Pereira;1.2;21
100330;Thiago Araujo;1.7;17
100331;Larissa Dias;8.1;12
100332;Daniel Araujo;6.1;22
100333;Gustavo Lima;8.6;18
100334;Julia Santos;2.0;18
100335;Rafael Melo;7.1;14
100336;Camila Teixeira;5.5;10
100337;Joao Pereira;5.9;11
100338;Camila Gomes;0.1;24
100339;Mariana Carvalho;8.0;22
100340;Daniel Teixeira;4.7;6
100341;Ana Almeida;0.8;4
100342;Beatriz Souza;7.8;14
100343;Ana Gomes;2.6;22
100344;Patricia Carvalho;9.9;16
100345;Gabriel Ferreira;3.5;18
100346;Ana Lima;1.5;9
100347;Lucas Souza;9.4;18
100348;Beatriz Rodrigues;6.6;15
100349;Bruno Gomes;3.5;6
100350;Gustavo Ferreira;0.0;29
100351;Camila Oliveira;2.7;0
100352;Julia Costa;8.1;30
100353;Thiago Costa;4.2;14
100354;Camila Dias;0.7;27
100355;Lucas Barbosa;9.4;9
100356;Pedro Santos;1.2;19
100357;Aline Barbosa;2.0;15
100358;Gabriel Barbosa;6.8;27
100359;Rafael Almeida;0.2;0
100360;Patricia Oliveira;0.4;28
100361;Julia Melo;8.7;2
100362;Maria Santos;9.3;19
100363;Rafael Rodrigues;9.9;2
100364;Larissa Araujo;8.1;11
100365;Patricia Martins;1.3;15
100366;Maria Pereira;6.3;28
100367;Camila Gomes;0.2;5
100368;Aline Souza;9.4;2
100369;Thiago Silva;0.4;5
100370;Gabriel Silva;5.6;21
100371;Gustavo Ribeiro;0.6;27
100372;Gustavo Martins;4.3;22
100373;Camila Carvalho;0.3;9
100374;Patricia Gomes;8.2;29
100375;Gabriel Teixeira;4.9;16
100376;Pedro Araujo;7.8;11
100377;Bruno Dias;3.3;13
100378;Mariana Martins;0.3;28
100379;Maria Ferreira;6.7;16
100380;Julia Barbosa;1.2;30
100381;Maria Costa;6.0;5
100382;Joao Martins;0.8;6
100383;Lucas Oliveira;8.7;12
100384;Camila Silva;5.6;3
100385;Fernanda Carvalho;3.5;28
100386;Julia Melo;0.7;29
100387;Felipe Oliveira;2.2;17
100388;Aline Costa;6.9;17
100389;Gustavo Gomes;4.5;26
100390;Ana Ribeiro;3.4;28
100391;Gustavo Oliveira;2.3;17
100392;Fernanda Martins;3.7;2
100393;Aline Ribeiro;7.3;17
100394;Rafael Lima;6.9;3
100395;Lucas Martins;5.6;28
100396;Rafael Gomes;3.3;28
100397;Rafael Costa;5.7;1
100398;Camila Carvalho;9.7;6
100399;Beatriz Ferreira;0.9;5
100400;Thiago Gomes;2.0;30
100401;Thiago Oliveira;7.0;9
100402;Camila Oliveira;1.7;18
100403;Gustavo Almeida;6.6;15
100404;Joao Ferreira;5.0;8
100405;Fernanda Pereira;1.4;14
100406;Maria Pereira;5.1;5
100407;Felipe Gomes;1.9;29
100408;Ana Gomes;3.5;21
100409;Rafael Ribeiro;1.8;8
100410;Gustavo Silva;3.6;8
100411;Ana Melo;2.2;6
100412;Joao Rodrigues;1.9;28
100413;Daniel Rocha;3.7;13
100414;Beatriz Araujo;9.3;12
100415;Felipe Gomes;7.0;1
100416;Daniel Lima;4.9;9
100417;Joao Melo;0.6;14
100418;Lucas Lima;4.7;23
100419;Patricia Dias;3.6;3
100420;Ana Costa;1.4;4
100421;Gabriel Costa;0.0;9
100422;Pedro Teixeira;3.1;21
100423;Felipe Barbosa;6.2;9
100424;Gabriel Pereira;3.4;27
100425;Larissa Teixeira;2.1;2
100426;Beatriz Araujo;6.9;22
100427;Gabriel Martins;4.8;16
100428;Beatriz Rocha;3.0;10
100429;Beatriz Ribeiro;7.3;20
100430;Lucas Santos;1.3;2
100431;Mariana Almeida;8.1;14
100432;Felipe Santos;4.2;19
100433;Bruno Rodrigues;6.3;5
100434;Maria Souza;7.5;17
100435;Camila Costa;9.8;16
100436;Rafael Barbosa;3.2;25
100437;Larissa Costa;9.3;24
100438;Camila Carvalho;6.8;9
100439;Fernanda Oliveira;4.2;0
100440;Daniel Lima;0.9;5
100441;Pedro Rocha;0.0;28
100442;Pedro Oliveira;2.6;9
100443;Gustavo Santos;0.9;28
100444;Lucas Ribeiro;6.4;26
100445;Joao Melo;0.0;10
100446;Lucas Martins;0.5;26
100447;Fernanda Pereira;3.8;29
100448;Mariana Araujo;6.5;11
100449;Lucas Barbosa;3.4;18
100450;Fernanda Ferreira;6.5;10
100451;Joao Martins;9.6;13
100452;Camila Barbosa;0.9;5
100453;Larissa Ribeiro;9.8;29
100454;Lucas Araujo;9.4;17
100455;Fernanda Santos;1.2;26
100456;Thiago Pereira;6.5;3
100457;Bruno Araujo;7.2;12
100458;Julia Silva;0.7;19
100459;Gabriel Carvalho;3.4;18
100460;Mariana Martins;2.8;0
100461;Lucas Santos;4.7;3
100462;Thiago Carvalho;1.5;14
100463;Aline Barbosa;8.2;19
100464;Julia Barbosa;5.9;21
100465;Patricia Dias;9.3;25
100466;Joao Carvalho;9.4;13
100467;Larissa Almeida;6.2;16
100468;Beatriz Pereira;8.7;5
100469;Aline Oliveira;6.1;17
100470;Gustavo Gomes;3.6;25
100471;Camila Lima;5.5;14
100472;Lucas Ferreira;3.4;16
100473;Maria Martins;6.3;25
100474;Mariana Ferreira;9.8;17
100475;Julia Silva;6.2;11
100476;Maria Martins;0.7;16
100477;Daniel Martins;7.6;5
100478;Pedro Silva;8.7;13
100479;Larissa Oliveira;2.5;24
100480;Ana Rodrigues;2.1;1
100481;Joao Souza;4.6;23
100482;Mariana Silva;4.8;13
100483;Ana Souza;3.0;25
100484;Daniel Melo;7.5;29
100485;Pedro Silva;5.6;17
100486;Mariana Santos;3.5;1
100487;Fernanda Santos;3.2;17
100488;Pedro Santos;4.2;24
100489;Gustavo Ribeiro;3.7;30
100490;Pedro Pereira;8.5;26
100491;Pedro Pereira;0.5;4
100492;Thiago Souza;5.1;16
100493;Beatriz Costa;6.3;3
100494;Aline Martins;3.8;26
100495;Thiago Ferreira;9.7;15
100496;Thiago Teixeira;2.3;29
100497;Felipe Gomes;10.0;11
100498;Felipe Barbosa;8.2;26
100499;Pedro Carvalho;4.1;10
100500;Maria Lima;3.2;22
100501;Mariana Barbosa;1.9;28
100502;Bruno Costa;9.1;5
100503;Pedro Gomes;2.4;23
100504;Beatriz Almeida;1.4;8
100505;Ana Souza;4.9;6
100506;Maria Oliveira;9.3;18
100507;Larissa Barbosa;9.6;6
100508;Lucas Silva;7.6;16
100509;Maria Lima;8.1;28
100510;Thiago Pereira;4.2;10
100511;Felipe Rocha;1.7;2
100512;Bruno Souza;4.8;25
100513;Camila Oliveira;2.3;0
100514;Thiago Oliveira;6.6;16
100515;Aline Ribeiro;4.4;23
100516;Gabriel Araujo;9.5;4
100517;Fernanda Araujo;6.6;3
100518;Bruno Lima;5.6;24
100519;Mariana Santos;6.1;7
100520;Patricia Rocha;0.9;12
100521;Gabriel Oliveira;6.4;2
100522;Gustavo Barbosa;8.0;30
100523;Camila Costa;0.5;3
100524;Aline Carvalho;0.0;27
100525;Aline Silva;3.3;24
100526;Rafael Almeida;2.6;10
100527;Camila Rodrigues;3.4;17
100528;Larissa Ferreira;5.8;1
100529;Larissa Silva;4.4;6
100530;Maria Dias;3.4;0
100531;Daniel Carvalho;5.2;9
100532;Pedro Ferreira;9.1;30
100533;Ana Araujo;3.7;29
100534;Bruno Costa;9.9;29
100535;Aline Costa;5.1;10
100536;Rafael Lima;4.8;5
100537;Mariana Silva;6.3;26
100538;Lucas Rocha;8.2;0
100539;Mariana Pereira;8.6;22
100540;Gustavo Melo;1.8;4
100541;Bruno Pereira;4.3;24
100542;Joao Martins;5.3;5
100543;Maria Gomes;3.2;24
100544;Gabriel Melo;6.0;22
100545;Lucas Pereira;6.2;4
100546;Gustavo Souza;7.7;10
100547;Aline Pereira;2.5;5
100548;Rafael Costa;0.9;27
100549;Ana Almeida;8.1;1
100550;Fernanda Carvalho;1.3;1
100551;Larissa Ferreira;7.9;22
100552;Larissa Silva;6.7;21
100553;Thiago Oliveira;5.2;15
100554;Beatriz Silva;3.3;14
100555;Camila Souza;8.8;21
100556;Beatriz Almeida;7.6;24
100557;Rafael Ferreira;6.7;30
100558;Pedro Gomes;9.3;15
100559;Lucas Ribeiro;6.6;11
100560;Julia Souza;8.5;26
100561;Mariana Ribeiro;4.2;9
100562;Thiago Ribeiro;5.4;2
100563;Joao Pereira;4.8;21
100564;Gustavo Ferreira;6.6;3
100565;Mariana Melo;3.0;2
100566;Beatriz Carvalho;5.2;6
100567;Lucas Silva;3.1;24
100568;Beatriz Melo;2.1;16
100569;Lucas Silva;0.2;25
100570;Daniel Rodrigues;0.5;25
100571;Aline Ribeiro;9.7;26
100572;Maria Lima;6.9;23
100573;Daniel Gomes;7.0;8
100574;Thiago Barbosa;4.7;30
100575;Joao Lima;0.6;22
100576;Julia Barbosa;6.9;2
100577;Ana Melo;4.5;24
100578;Rafael Rocha;1.7;6
100579;Daniel Rodrigues;1.9;24
100580;Thiago Carvalho;1.4;30
100581;Gabriel Gomes;8.8;26
100582;Julia Teixeira;7.8;14
100583;Camila Silva;7.9;22
100584;Beatriz Pereira;5.7;3
100585;Daniel Dias;7.4;3
100586;Fernanda Dias;3.4;2
100587;Beatriz Rodrigues;3.3;8
100588;Camila Carvalho;2.7;11
100589;Maria Souza;4.0;22
100590;Aline Rocha;8.1;5
100591;Pedro Melo;2.4;11
100592;Joao Rodrigues;8.3;18
100593;Aline Souza;8.9;25
100594;Daniel Silva;2.2;13
100595;Lucas Barbosa;4.9;24
100596;Felipe Gomes;8.9;26
100597;Fernanda Ferreira;6.4;9
100598;Daniel Rocha;2.4;1
100599;Maria Ribeiro;9.4;24
100600;Mariana Melo;0.3;27
100601;Mariana Araujo;3.8;15
100602;Fernanda Ferreira;4.6;1
100603;Aline Melo;5.2;2
100604;Beatriz Silva;5.7;20
100605;Maria Almeida;6.3;19
100606;Gustavo Gomes;6.8;1
100607;Gustavo Rocha;7.4;10
100608;Maria Ferreira;7.9;7
100609;Fernanda Ribeiro;1.3;27
100610;Ana Almeida;0.7;9
100611;Daniel Ribeiro;4.6;29
100612;Gabriel Santos;7.0;2
100613;Patricia Costa;7.0;8
100614;Gabriel Almeida;0.7;4
100615;Joao Pereira;6.9;29
100616;Mariana Oliveira;9.6;13
100617;Pedro Costa;3.3;23
100618;Aline Carvalho;5.5;22
100619;Julia Pereira;7.0;7
100620;Joao Araujo;7.2;21
100621;Ana Carvalho;3.5;25
100622;Thiago Gomes;9.2;11
100623;Bruno Melo;8.6;24
100624;Mariana Oliveira;6.3;25
100625;Felipe Silva;7.9;1
100626;Gustavo Teixeira;1.7;9
100627;Thiago Melo;9.9;0
100628;Mariana Rocha;1.0;10
100629;Felipe Silva;8.3;0
100630;Fernanda Oliveira;7.1;20
100631;Beatriz Melo;2.5;28
100632;Gustavo Barbosa;0.4;5
100633;Mariana Dias;6.1;0
100634;Daniel Carvalho;8.6;6
100635;Larissa Silva;1.0;23
100636;Bruno Dias;6.8;20
100637;Aline Gomes;1.8;21
100638;Julia Martins;0.7;15
100639;Gabriel Oliveira;7.0;26
100640;Mariana Costa;5.0;29
100641;Daniel Rocha;3.5;25
100642;Lucas Souza;3.9;29
100643;Pedro Martins;5.2;22
100644;Joao Melo;1.5;14
100645;Julia Ribeiro;0.3;9
100646;Camila Almeida;8.8;2
100647;Fernanda Oliveira;7.0;25
100648;Patricia Melo;5.1;7
100649;Bruno Oliveira;8.3;21
100650;Bruno Dias;4.4;24
100651;Ana Lima;5.3;20
100652;Maria Pereira;4.8;11
100653;Patricia Lima;5.9;3
100654;Lucas Lima;3.9;17
100655;Daniel Costa;0.2;4
100656;Beatriz Ribeiro;9.9;5
100657;Ana Costa;1.9;27
100658;Ana Ferreira;9.5;13
100659;Ana Lima;1.5;10
100660;Gustavo Lima;10.0;13
100661;Felipe Pereira;8.7;22
100662;Beatriz Ferreira;10.0;10
100663;Fernanda Costa;7.8;8
100664;Gustavo Pereira;3.8;17
100665;Julia Almeida;5.5;24
100666;Pedro Ribeiro;2.3;15
100667;Julia Santos;9.8;30
100668;Joao Souza;7.3;22
100669;Julia Ribeiro;5.0;2
100670;Thiago Lima;7.8;22
100671;Gabriel Dias;1.2;26
100672;Mariana Carvalho;6.0;25
100673;Aline Ribeiro;0.8;14
100674;Mariana Lima;2.9;0
100675;Maria Almeida;4.6;7
100676;Rafael Silva;2.9;21
100677;Bruno Silva;10.0;7
100678;Gustavo Pereira;8.6;0
100679;Camila Rocha;4.8;9
100680;Larissa Almeida;8.4;18
100681;Camila Santos;1.3;13
100682;Patricia Costa;0.6;1
100683;Julia Rodrigues;9.8;10
100684;Fernanda Gomes;2.9;9
100685;Camila Ferreira;3.4;19
100686;Mariana Almeida;0.0;16
100687;Thiago Souza;9.0;25
100688;Thiago Melo;5.6;22
100689;Bruno Dias;6.7;8
100690;Aline Rocha;7.2;8
100691;Patricia Teixeira;9.6;10
100692;Gabriel Gomes;2.2;1
100693;Bruno Santos;7.3;1
100694;Joao Lima;9.1;6
100695;Ana Ribeiro;7.2;27
100696;Beatriz Lima;3.2;9
100697;Daniel Costa;8.1;28
100698;Aline Silva;4.3;22
100699;Thiago Souza;6.4;23
100700;Rafael Carvalho;2.1;6
100701;Aline Dias;2.8;16
100702;Julia Gomes;7.0;10
100703;Patricia Rodrigues;1.2;8
100704;Ana Rocha;9.2;23
100705;Felipe Carvalho;4.3;2
100706;Thiago Pereira;1.6;16
100707;Fernanda Silva;3.3;30
100708;Camila Santos;8.1;14
100709;Beatriz Rodrigues;0.3;15
100710;Patricia Barbosa;0.3;12
100711;Camila Rodrigues;9.5;12
100712;Aline Oliveira;6.0;27
100713;Ana Dias;1.4;23
100714;Lucas Oliveira;5.0;17
100715;Mariana Barbosa;7.9;7
100716;Pedro Araujo;7.6;25
100717;Mariana Martins;9.2;19
100718;Fernanda Ferreira;7.8;25
100719;Felipe Silva;5.2;7
100720;Beatriz Araujo;6.3;18
100721;Rafael Ferreira;8.3;20
100722;Joao Souza;2.3;7
100723;Joao Rodrigues;8.2;6
100724;Patricia Barbosa;1.9;25
100725;Thiago Oliveira;7.6;7
100726;Lucas Melo;0.8;22
100727;Ana Pereira;1.3;6
100728;Felipe Costa;1.8;29
100729;Ana Santos;8.5;23
100730;Daniel Souza;8.0;18
100731;Rafael Carvalho;6.3;9
100732;Camila Ribeiro;8.4;25
100733;Gustavo Carvalho;5.1;7
100734;Patricia Almeida;3.8;13
100735;Beatriz Souza;5.5;21
100736;Daniel Silva;6.4;22
100737;Julia Dias;0.9;25
100738;Daniel Rodrigues;9.4;19
100739;Gabriel Santos;8.3;17
100740;Gabriel Barbosa;1.4;16
100741;Larissa Pereira;3.7;28
100742;Fernanda Teixeira;9.7;22
100743;Fernanda Ferreira;3.8;25
100744;Bruno Souza;6.9;12
100745;Joao Dias;0.0;22
100746;Larissa Silva;9.0;12
100747;Fernanda Dias;9.1;25
100748;Camila Rocha;0.9;17
100749;Daniel Silva;2.3;18
100750;Mariana Araujo;9.8;10
100751;Aline Almeida;0.1;16
100752;Maria Oliveira;1.0;7
100753;Larissa Ferreira;5.2;14
100754;Fernanda Ferreira;0.7;13
100755;Rafael Melo;1.6;27
100756;Joao Oliveira;1.7;29
100757;Gabriel Rocha;8.7;16
100758;Aline Souza;7.5;9
100759;Daniel Carvalho;8.4;3
100760;Joao Almeida;3.2;19
100761;Fernanda Carvalho;3.5;3
100762;Gabriel Martins;8.1;16
100763;Daniel Barbosa;2.0;20
100764;Camila Souza;3.1;23
100765;Pedro Souza;2.0;8
100766;Julia Ribeiro;3.7;12
100767;Mariana Santos;5.4;3
100768;Camila Melo;4.2;1
100769;Mariana Gomes;1.2;11
100770;Fernanda Souza;6.5;21
100771;Patricia Pereira;5.9;1
100772;Aline Souza;7.7;25
100773;Gabriel Souza;9.4;29
100774;Pedro Souza;3.8;5
100775;Gabriel Melo;4.4;3
100776;Ana Carvalho;9.8;30
100777;Beatriz Santos;0.1;0
100778;Patricia Teixeira;9.7;4
100779;Rafael Gomes;2.6;28
100780;Patricia Pereira;5.2;18
100781;Rafael Araujo;7.7;14
100782;Joao Rodrigues;8.9;18
